,id,gender,age,topic,sign,date,text
124,4030905,female,17,Student,Aries,"09,August,2004","jus came back from piano lesson..lesson was like..duh! din really practise during the week..plus busy and sick.. my teacher and i talked..den i told her about my eating habits..she say cannot dun eat..she say i thin liao..can see my jawbones clearly..den she say I'm like becoming anorexic...she say wanna complain to my mom..cos last time she in JC that time she got 2 friends anorexic..den admitted to hospital..one friend stay in hospital for 1 year..den repeat studies for 1 yr lor..haiz..duno wads happening to me also. oh ya..she tell her mom that I'm becoming anorexic..den auntie's reaction was like 'WHAT?? GOT PORRIDGE,GOT PORRIDGE! ASK HER TO EAT!!' Since fri, after I vomitted, I tried to eat..cos I only haven't been eating carbo for like 1 week...thats why vomitted when ate it..die la..fri and sat vomit..den yest and today diarrhoea..really can die one lor..I dun wanna be admitted to hospital..and i dun like to see doc..so I slowly lor..eat little by little.. after lesson, i went to buy chips ahoy..must eat mah..den when i reached tampines, i bought chicken flavor twisties..cos i left home in the morn with empty stomach..scared eat already wait diarrhoea..so dun eat..jus go out..cmi la.. my mom cooked noodle..i eat already now feel like vomitting..i need fruits!! really cannot make it le..die la.."
125,4030905,female,17,Student,Aries,"08,August,2004","so sian..yesterday still sick den slept early..den today i ignored the morn call wanwei gave me..continue sleeping..den woke up at 8+..skip piano..skip church..if i go out, sure die one.. haiz..tml den go for piano lor..but super long lesson la..end later instead of 11.30..nvm..still very irritated about tml outing thingy..gena ask me decide where i wanna go..so irritating..she plan the outing den might as well continue finish planning everything la..so indecisive..might as well dun go out..i dun mind not going out de..anyway she was the one who wanted to go out..she only good at suan-ing me only..nvm lor..want to suan den suan la..like i care liddat..can't be bothered. heck arh..gena only mah..as if i scared liddat...argh! really cmi la.. stay at home only can rot..i tried eating today..din vomit.but super bloated..mabbe cos of the ribena..wanna die liao..my last meal was at 10+am..but till now not hungry at all..i wanted to eat watermelon..but dropped it..there goes my fruit. i did math tutorial just now..just do lor..den tues during tutorial time mabbe can leave early.. i'm damn bored..wanna go shopping..but dun wanna spend $..i only know how to spend $ all the time...hopeless."
126,4030905,female,17,Student,Aries,"07,August,2004","gena planned outing on monday. she say wanna go out with me..haha..duno whether real or not. see la..den wan wei also going la..they wanna call zhimei along. den so irritating la..wanwei dun dare call zm cos she paisae..den duno why gena dun wanna call her oso.. keep asking me to call..rubbish la..damn irritating lor..they push this thing around for abt 1 week already. so damn irritating. since all refuse to call, for dunno wad reasons, then might as well dun go out. gena also keep pestering me to take neoprint. i dun want la. i must see mood de..waste money only..plus i this type of face sure spoil the whole photo..den wait the camera crack and all the wire burn(like happy tree friends).. aniwae, i not well yet lor..this morn still vomit. plus headache and giddy..aiya..wanna die liao lar..no cure le..sigh..then today i cant go yf..cos still vomit mah..den tml see how lor..should be going to church la..but got piano lesson tml..so sian..den monday also got piano lesson..so boring..10-11.30!! so darn long..if i fail this year's exam, i wun be surprised lor.. hmm...got family gathering on monday..wondering if i should go..i dun like to go family gatherings..rather go shopping or hang out with friends..gathering waste time only..den sure got food..den i dun wanna eat also kena forced to eat..make me fat only..but if mon i dun go gathering, den i can't sell the SP duno wad rubbish tickets.. everything is so rubbish..monday is holiday..den tuesday got school..but 9-6pm..die earlier only..damn la..got vb..boring..see the giggles only..den talk or write messages only she can't tahan..hahaha..."
127,4030905,female,17,Student,Aries,"05,August,2004","hmm..my parents left for malaysia last night..which means that i'll be FREE till they come home. Yesterday ah..i was sick lor..duno why also..mabbe lack carbo..havent been eating carbo for a few days. den in the morn i got bad headache followed by vomit. all green color de..guess it's bile..in the end i still went to school cos din wanna miss vb lesson. whole day was boring la. UWOS prac ended early. den we stayed in sch..see them play cards lor..addison sucks lor..i turn to other side jus cos din wanna see his face. but roy, jerren, lim and wilson also played la. see his 'hao se' face already can't tahan. wanna slap and whack. lim and i came up with the addison song. to the tune of 'Reflector'. not bad la..our first composition. damn..now i feel like vomiting again. gonna die soon. didn't go for ict club meeting at west coast. so early and so far. plus i'm sick. anyway, meeting theo, lim and duno who later. we going bugis. den go yf..but not all going yf.. only lim, me and theo. think mandy also going yf today.. hai..i gonna die le...really feel like vomiting."
128,4030905,female,17,Student,Aries,"05,August,2004","went to Jurong East for lunch today with lim,Roy,Theo,Wilson,Jerren. Theo and I din eat la..just had one bar plus fruits. today DBMS lesson v boring. but i was listening lor..when we went back to school that time, already so sian. must tahan the DBMS tutorial. class ended at 3pm today. theo and i went to BizIt library..wanted to print some stuff but all the computers were fully booked. den he teach me how to cook special stuff..we postponed the printing..went to foodcourt 6 buy fruits den went to TM. we walk and talk lor..den saw shirleen..after that saw lim. after a while den we walked to tp. theo meeting his fren mah..den i ask his fren how old i look..she say 17..first time pple say i look 17 lor..haha.."
129,4030905,female,17,Student,Aries,"03,August,2004",Doing VB prac now. so boring. so sian. can't recall what I'd learnt last week. irritating
130,4030905,female,17,Student,Aries,"02,August,2004","Today we had bible study after school. Quite boring as had a long day. Everything was boring except DBMS prac. Priscilla asked a question in the bible study material: How do you confess your sin? I was very sleepy and bored, so an answer came to my mind. And of course, I shared my answer. See ah..to confess sin. Step 1: Commit a sin. Without a sin, how can you ever confess?? Step 2: Do some reflection about the sin. Step 3: Confess and you shall be forgiven. Common sense answer right? No sin, how to confess? So must commit a sin in order to confess. haha..nonsense la. I was very satisfied with my meals today. Didn't eat breakfast. Had one energy bar, two packet of watermelon, one packet of honeydew for lunch. And of course, sweets during lesson time. As usual. For dinner, I had one packet of hello panda, one kiwi and one green apple. Hope to lose more weight. No pain no loss."
131,4030905,female,17,Student,Aries,"01,August,2004","Such a boring day. Woke up late then didn't go for piano lesson, didn't go for service. Just stayed at home to rot. Practise piano, eat, sleep, study..so boring rite? Actually got morning call..but I was too sleepy. Cos I didn't want to sleep yesterday, even though I was really really tired. Haven't been sleeping enough. But nvm..I got ways to keep myself awake just to sit through boring lectures. Half a can of coffee every morning before class starts will do the trick. So boring. There's school for me tml. so happy. Dun have to stay at home. Can see my friends and play and crap. hahaha.."
132,4198080,female,23,indUnk,Aquarius,"10,August,2004","Well, I hate to start off no such a sour note, but things haven't been going so great with me lately and here's the dirty. Well, my job (I work as a Quality Assurance Tester) isn't that great, and they've been laying people off left and right at my job. I just found out today that this one guy got the axe a few weeks ago, but was told that his last day will be sometime in OCTOBER!!! Can you imagine being told that you aren't an asset to the corporation but that they want to hold on to you for two more months? I couldn't imagine it myself. Aside from that everything with my boyfriend and I aren't going that well. He just seems to never really hear me. He's always so defensive and he never wants to be wrong. He can say somethng that he doesn't like about me, but then when I say the littlest negative thing about him he's all defensive and saying 'oh why do you switch it and make me look like i'm the bad person?' Come on give me a break. I've seen him 5 times in the last three weeks, but he see's nothing wrong with that. I mean people that live in different states see there loved one more then I see mines. And then to add fuel to the fire I found out that I'm the victim of credit card fraud. I can't believe the asshole only left me with $20 on my credit card! Thank God I have others, and thank God I don't have to pay for what I didn't use. Then my girlfriend, whom I've known since High School, is having a baby so me, and two of her childhood friends along with her brother are throwing her a shower. Well, at least we thought that we were. My girlfriend sent us information about what she would like for her party, but one of the girls is taking matters into her own hands. She replied to my friends message telling her that she need to mention anything because WE have it covered. Then she sends out the so called 'Party Committee' an email, and here are some excerpt from it: 1.) Theme: 'Red. her favorite color and because it's a boy she and I decided the shower has a red theme. She just told me in an email red and white and now she is looking for yellow but since i am in charge of decorations, I fell confident we can stick to our original color theme. Id we have to use an additional color that's cool, no one shohuld break their necks but white on red NOT red on white, which is totally diffferent. ' I mean seriousl, I don't thin that the whole 'Red Theme' is suitable for a baby shower. I agree more with the yellow. There will be kids there as well, so I just think that it should be somethng that would appeal both to adult and children. It is a baby shower for crying out loud. 2.) 'We will have red theme drinks and decoration. no cartoon prints like Blues Clues, Disney, etc. for example, She likes this giraffe that is yellow with red spots (he id not famous, she just seen it somewhere). This baby shower has more of a sophisticated dinner party feel as opposesd to a traditional baby shower feel. We will have red roses as the center pieces instead of one of those baby shower things. ARE YOU KIDDING ME? A SOPHISTICATED DINNER PARTY, we have to serve the people appetizers on trays. Am i playing servent for the night or what? Can i sit and enjoy the day with my friend? I don't understand why you want a dinner party instead of a baby shower and on top of that there's not DJ! We (the Party Commiteess that is) has to make a mix CD each! I mean why have a party committee if one person is making all the decisions? Well, on a better note, i'm sooo excited about this coming weekend. My girlfriends and I are going to Six flags. I haven't been out there since I was about 12, which has been to long."
133,3705830,male,25,Non-Profit,Cancer,"29,June,2004","i was a weedy child. this wasn't so much an accident of physiology, more an unnecessary attempt by the world to fully cast me in the role of maths geek. of course, at that age i wasn't of a mind to worry; but eventually i decided that i was hideous. there is one particular family holiday where all the photos have me hiding in the shadows, for fear of nothing less than being seen. and then i grew up a little; and found out that whilst i would never be very well built, so to speak, i had quietly grown to a respectable height amongst my peers. i started putting more stock not in how i looked but how i carried myself; i started losing my clumsiness. and now whilst i'm still not much to look at, my body ususlly does what i ask of it, what i need it to. i got comfortable with myself, i accepted what i was never going to be. although i could never be a nudist, and for two very good reasons: i) the cold, and ii) my need for pockets. and did i mention, the cold? i generally have lots of things in my pockets; i find it is one of the better things about men's clothes: there is no 'line' to ruin, as such. so i feel if naturism was to become compulsory, i'd need some sort of utility belt. and a nipple piercing to stop me losing my keys, obviously, but firstly a utility belt. being naked is no excuse for not having a grappling hook handy... man, i'm tired. n."
134,3705830,male,25,Non-Profit,Cancer,"27,June,2004","i have developed a pain in my chest that is quite worrying; whether it has arisen from an almost entirely carbohydrate-based diet or from over-stretching during an impromptu kata is unclear; the fact that it is making it harder to sleep is undeniable. although certain claims on my snoring would seem to indicate otherwise. add to this the effects of returning to training after an extended bout of laziness, and we have a recipe for why i am only just surfacing now to eat the chocolate muffin left for me. i hope the pain goes away; being the paranoid type is never easy at these times. also in light of the amount of dwontime i've been having; its a medical observation that the longer you stay in bed past the 'normal' eight hours or so, the greater your chances of having a stroke.... well, i think its funny. almost five months to the day of living here, i realise i do not own a can-opener. this can be interpreted as a good sign (i don't live off canned food), or a bad sign (i live on toast; toast doesn't come in cans). ah well. plans for today: call evil car hire firm call non-evil laura eat non-evil food pay evil credit card bill maybe even go outside the world is my (non-evil) lobster. n."
135,3705830,male,25,Non-Profit,Cancer,"27,June,2004","i have been given a book to read, one that will 'change the way i think'. praise indeed; although i find that expectation often leads to a greater chance of disappointment. the inscription, however, is touching: 'neil, never forget just how awesome you are!' some days i don't feel so awesome. after drinking a mixture of lagers and the sweet tonic of white russian, the idea of toast is more appealing than during everyday life. and yet the night was set to get so much better than that: buttered toast.... and gravy. don't take my word for it; go and try it yourself! inebriation optional. we had to go to the shops for more bread because we ran out. more evidence that making do with what you have is more than just a way of living; it is essential for progress. the sun has temporarily graced us with its return, and the free-flowing air of outside this room is calling. also, i have a friend who (i suspect) may need help eating that tub of ice cream... hugs: squizzer toast and gravy gargantuan paul the postal service slaps: hay fever n."
136,3705830,male,25,Non-Profit,Cancer,"24,June,2004","(it is never good to start on a digression. however) a digression: you know those conversations that go something along these lines? -you're in a weird mood. -no i'm not. -yes you are, what's wrong? -i'm not in a weird mood! -don't shout at me! i hate those. so, to the point: patriotism. in specific reference to the england football team being knocked out of [whatever tournament it is that's on at the moment] this evening. it was an exciting match, but i'm glad that england lost. note i didn't say 'we'. and why? because those eleven men playing football out there aren't doing it for me; they don't know me, i don't know them, i didn't ask them to play football for me. in no way do they represent me, and certainly not as a result of them being from the same country as me. ergh. but i mustn't go on so. calm down. blogger food of the day: uncle ben's express rice. genius! it comes in a packet that stands up in your microwave, it takes two minutes, you don't have to refrigerate it, and its quite tasty. especially at one in the morning when you're all toasted out. hugs: alex and her talk of bra shopping uncle ben's express rice staplers (a bit random, i know, but they are cool, aren't they?) 'space raiders' crisps - ten pence? bargain! the manchester cow parade slaps: indigestion from eating toast and rice too quickly (sheesh...) and no, i'm *not* in a mood... n."
137,3705830,male,25,Non-Profit,Cancer,"23,June,2004","is getting up at five in the afternoon more acceptable if you went to bed at five in the morning? i hope so. the good thing about midsummer away from the equator is that the sky never really gets very dark, especially in the sodium orange pool of greater manchester. overcast, but never truly black. honesty breeds clarity; and some fairly frank discussions of ongoing problems [financial, motivational, female] leads simon to remark how happy he is to see 'how far i have come off the rails'. hmmm. i live to please. note 1: red wine consumption leads to hangovers. note 2: do not mix red wine with pimm's. note 3: or whisky. note 4: even if these are all you have. note 5: do not serve pimm's by the pint. the discussion of kung fu techniques that interlaced our drinking was quite illuminating; how shotokan karate shares similar traits with shaolin (not counter-intuitive, but enlightening to actually see in practice), and how multiple punch/block techniques are somewhat pointless. comparison of fighting distances reveals differences in philosophy. note 6: fairy lights look good on yucca plants. simon's plans to improve society are simple but ambitious: to take over the world as supreme dictator. he is currently looking for a hollowed-out volcano as a base for his evil empire, but no luck so far. as far as volcanos go, its just not geared up to the first time evil buyer. i mean, just graduated from evil university with all those evil student loans? its a bugger. note 7: its a bugger. good luck to squizzer, and to the barmypharmie for their pre-reg exams tomorrow. initial shopping list: flora milk bread other factors to consider: its, like, *so* raining, and, like, whatever. revised shopping list: (looks like popcorn for tea again) n."
138,3705830,male,25,Non-Profit,Cancer,"23,June,2004",we are drinking and talking of unrequited love. n.
139,3705830,male,25,Non-Profit,Cancer,"23,June,2004","in a moment of clarity i looked up the tablature for 'tightrope', by the stone roses. a truly beautiful wonderful song, and one that i have every intention of playing at some point when the mysterious 'band' gets together. acoustic singalongs were never so cool: are we etched in stone, or just scratched in the sand waiting for the waves to come and reclaim the land? and then, in a moment of complete insanity, i looked up the tablature for 'good times', by the stone roses. why? delusions of adequacy, and nothing more. oh my good god, there is no way i will ever ever learn to play that. [aside: i probably could, but it would need to be a full-time job and i'm fairly sure no-one's going to pay me for that, alas.] i get as far as 0:26 and then its into the main riff and i've no space to fit all those notes in. it brings up the issue of 'the second coming', though, which is a vastly underrated album in my opinion. to have those two completely different songs next to each other and to have it work is an indication of something, even if five years is a long time to wait. definitely worth having; good summer guitar tunes. disregarding the rain, that is. interesting fact: on the set of '24 hour party people', i met the fake john squire - that is, the actor playing john squire in the film. and yet, he doesn't appear in the film at all. shame; he had good john squire hair. presumably left on the cutting room floor... n."
140,3705830,male,25,Non-Profit,Cancer,"22,June,2004","an incident yesterday when a girl i was talking to on messenger clicked 'accept' for webcam feed before realising that she wasn't actually wearing a top. her modesty (and my fun) was saved by an uncompromising norton pop-up that has increasingly more to answer for. ah well. the rain is as insistent as it is unwelcome, not to mention inappropriate for this time of year. good weather for the following: hot chocolate writing songs staying inside shaving okay, not shaving, but i do need to. also washing; where do all my pants go? it's a mystery. as this blog unfolds i'm sure my master plans (plural; what master plan would be complete without at least one foolproof contingency?) will become clear, but for now i must go and busy myself with the ongoing preliminary stages. that is, maybe have a biscuit and watch the tv for a while. hugs: themadnesshamster more to follow. n."
141,3705830,male,25,Non-Profit,Cancer,"22,June,2004","whatever it is they put into freeze pops to make them those colours, there should be some sort of warning: may make your life a bit bizarre. and whilst giggling is good, one wonders if we would have found ourselves up that fire escape drinking beer in the fierce wind had we not been eating them earlier. finding ourselves in a doorway to a bar sadly closed for business, we stopped to examine an office-supplies catalogue that had arrived in the post. lucky we did. who could possibly have guessed that within these pages were the special offers of a lifetime? not i, for certain. i list but a few: buy 36 permanent marker pens, get a stunt kite. buy 30 lever arch files, get a barbecue. buy 600 plastic wallets, get a crate of diet coke. buy 3 boxes of pilot hi-techpont pens, get an inflatable basketball set. buy 4 boxes of manila envelopes, get a gazebo. a gazebo? the message here is clear: forget what you think you know, the world is far weirder than you thought. especially in the realm of office supplies. n."
142,3705830,male,25,Non-Profit,Cancer,"22,June,2004","five in the afternoon is not a good time to be eating breakfast. that there is something wrong is not in question; what exactly that is is proving elusive. i'm fairly sure i wouldn't mind so much if my dreams were anything to write about, but they are mostly fairly horrible and occasionally, as was the case just now, end on a musical number featuring julie walters. further involvement with local politics - the disassembling and analysis of a certain incident of assault - has strengthened my conviction that people can 'knob off'; that is to say that being emotional has never been an excuse for being wrong. of course, the real crux of the issue is that one week after passing my second dan i missed the only real fight that's ever happened here. ah well. this blog is off to an interesting start; much more than the previous journal this is shaping up to be 'open', so much so that i may even tell people about it. radical, eh? hugs: the most important meal of the day lelia varieties of shower gel '1 comments' an absence of spam soluble coffee slaps: the need for washing the rolling on of days i don't like its raining some pieces [don't fit together] n."
143,3705830,male,25,Non-Profit,Cancer,"21,June,2004","hiya, i have some observations i'd like to share; like how sometimes it seems easier to go out of your way for people you don't know, and how once you start ignoring the 'phone it becomes easier and easier not to ever pick it up. in recent stealth missions i acquired a popcorn maker; a neat little device that is essentially a hair-drier with a funnel attached. the heat makes the air difficult to breathe in but the snacks are worth it, especially now with my newly-acquired bottle of maple syrup. keep refrigerated once opened. i hope some people have found me from my previous life; yes it's the same nmrboy that fled the collapse and resultant politics of [that] journal site. i hate politics. it seems that only those people that should never get into positions of power are the ones who want to run for election. other recent acquisitions: clothes horse fairy lights fairy liquid handwash microwave rice fruit bowl other types of bowl (not for fruit) cutlery desk lamp television table tea bags (240) coffee (5 jars) double lollies etc etc. let's hear it for 'pre-emptive recycling'; being a womble was never so much fun as when the undergraduates leave their halls of residence and decide they're too lazy to take everything with them. a gift today in the post; some cds and a charming card from a friend who recently stayed with me. a delightful girl whom i only met last sunday, but she needed a place to stay and what the heck! what i lack in judgement of character i make up in hope that, deep down, people are nice. how foolish! and so to bed. n."
144,3705830,male,25,Non-Profit,Cancer,"27,July,2004","but solitaire is a lonely man's game. abstraction is a wonderful skill; it not only allows me to separate my higher functions and so see myself as 'i' (the notation becomes tricky) see other people, but also allows me to effectively ignore the world. other theories and observations that i intend to share are mainly statistical in nature; i am forever intrigued at the difference between the individual case and the ensemble outlook. so much of the world is chaotic; and yet the word itself defines the world as completely and rigorously deterministic. but even this is statistical; the macroscopic newtonian world is merely an ensemble of the quantum level, where chaos is replaced by true uncertainty. and yet things fall downwards; and they always will. bizarre. i am fascinated by the notion of bringing order from disorder; matt ridley is keen to point out that humans (and living creatures in general) are merely localised anomalies of order in a world overrun by entropy, and the second law of thermodynamics. i am reminded of the startling man lennart green, a card magician extraordinaire. this is a man that can have a deck of cards shuffled, and will then restore the entire order (suits and values) without you noticing. it is astounding; i saw him do it at a lecture once, and i was impressed. i learned the theory of how to do it; i was more impressed. this brings me to my favourite current way of wasting time: spider solitaire. here we have an unending supply of disorder, waiting to be ordered. and when you win, you click 'yes' and there are yet more cards to sort. lucky i'm not the obsessive type, eh? (bugger) still, the idea of patterns and order is one that i feel is worth exploring. it is my contention that we understand things simply because we recognise the patterns involved. this generally comes from experience - learning to 'see' by interpreting repeating patterns of light as 'objects', for example - and so when faced with the unrecognisable we want to understand the logic of the pattern. if we are able to recognise familiar patterns in everything then we understand everything, but only in terms of what we already knew. if we strive to form and learn new patterns with every new experience then we understand everything, but with nothing in relation to anything else. the true skill then is to recognise both the familiar and the familiar in anything new: what of this have i felt before? what of this have i never felt before? i am rambling. i shall leave you with a list, and then be off to play solitaire. staples in my stapler: 1 pictures of alex on my wall: 2 pieces my sunglasses are currently in: 4 pills left: 5 pictures of dido visible from where i am sat: 7 balloons on my desk: 12 n."
145,3705830,male,25,Non-Profit,Cancer,"26,July,2004","in my head, and in response to an email i received discussing the separation of beauty and personality, i have compiled a top five list of girls i have been most attracted to. this list was much harder to make, and i'm still only up to four. at present, and in alphabetical order, it runs: ceri charlotte chloe helen the crucial point, though, is that none of the previous list appear here. the above were all girls i have been lucky enough to get to know well, whereas the previous list is made up more of acquaintances (exceptions are my sister and caroline). i leave you to make your own conclusion: do the above people appear more attractive because i know them well, or did i get to know them well because i firstly found them attractive? do the two go hand in hand because you will get to know people more if their personality fits yours, and thus you will also tend to find them more attractive? disclaimer: i have no intention of upsetting anyone! i would be the first to concede that my opinions on many things are a little skewed; and i would urge anyone to remember that my notion of attractiveness is often in direct conflict with other people's. there is precisely no worldly advantage in being found attractive by me, unless you find me attractive in return. and how often does that happen? so anyway; today's scheduled laundry was postponed for the duration of 'the magnificent seven', a wonderful film that i force on unsuspecting people from time to time. whilst it will cast me out of certain circles i will have to confess to never having seen 'the seven samurai', although i do like the kurosawa i have seen. my favourite quote from the film is yul brynner's response to the idea that farmers tell their women that the gunslingers will rape them: 'well, we might. in my opinion, though, you could have given us the benefit of the doubt.' the dialogue throughout the film is brilliantly measured; i should like to write characters like that. maybe one day i shall. ongoing arguments with my mother struggle to keep within the boudaries of reason; she avoids the issue of whether she believes me (essentially anything i say, ever) despite my asking the question directly at least four times. i know the answer is no from everything else she says, but i still want to hear her say it. i can disprove all of her assumptions but she does not care for that. and in line with all the things my therapy is uncovering she demands of me that i suppress my own character. i have no desire to do that; maybe when i was young, but no more. when she starting telling me i didn't care i undoubtedly did, but these days my answer is tempered by the turbulence in my own mind over who i actually am. personality conflicts with conditioning; and the problem lies in that whatever shaped me has made me into someone who needs to question the validity of those implemented ideals. i cannot respect you if you lie to me, and i cannot trust you if you yourself do not recognise that you lie. like i say, ongoing issues. but apparently they aren't important. i should also like to apologise to anyone who overheard my attempt at playing the piano this evening. 'a long december' never sounded so long, i'm sure... n."
146,3705830,male,25,Non-Profit,Cancer,"24,July,2004","aside: you know you've done well with your lunch when the stacked sandwiches are as tall as they are wide... as i sit planning - yes, planning - what to write i am torn as to what my actual aim is; if i am diverting then that is more than good enough, but surely i have something more to share? to this end i will attempt, from time to time, to expound on some of the theories i have formed about how things work. if nothing else, it will be a useful insight to the way my mind works, and how i perceive the world. the first that comes to mind is 'leapfrogging buses', or 'how to not get infuriated on your way home'. more on that in a minute. hold your thumb and first finger out, very close together. now, without them touching, try to move them closer. closer still. yes? now, that is how close i was to buying a polaroid instamatic camera on thursday. i saw one (two, actually, but one appeared to date from the paeleolithic era and wouldn't have looked out of place with a pin-hole) in a charity shop, and spent a good five minutes toying with the idea. i've always wanted one, that i can remember; something about the self-containment appeals to me. but i didn't buy it in the end out of respect for my ever-dire financial situation (camera = cheap; film = expensive) and also the thought that i may be mistaken for someone taking 'candid' (nudge nudge, wink wink, say no more squire) photos at home. a label i wouldn't mind so much if it was a remote possibility, but sadly not. today's list is of things that are not really fruit but can be classed as one of the day's five portions since they are healthy: a glass of milk vitamin supplement pill opening a window taking the stairs thinking about having some fruit its true; you know it is. leapfrogging buses: a theory. more of an observation, really. some simplifying assumptions: i) all buses travel the same route, at the same driving speed. ii) all passengers are travelling to the end of the line. iii) all distributions are normal. iv) there are no price/ticket considerations in choosing buses. v) all stops are the same duration. (these will be dismissed in turn, but to illustrate the idea i've started it as simple as possible) imagine there are people waiting for the bus at every stop. one bus travelling the route will stop at every stop to pick people up, and take a certain amount of time to do the run. this is obvious; but more interesting is if there are two buses travelling next to each other. assuming i) to be valid (as is the case on my way to/from work), people will signal for the first bus, which will stop. assuming ii) to be valid, the second bus will not stop and will overtake the first. the buses have now swapped positions, and will 'leapfrog' each other down the route, stopping at every other stop and thus completing the run faster. however, buses tend not to set off together; it makes no business sense. but, if iii) is valid then there will be a statistical variation on the number of people waiting for the bus at any stop at any time. in truth, the variation is not truly random but follows a certain pattern (rush hour, etc) with an amount of variation built-in. and if there is a variation, then we can say that v) is not valid. so; if we are to imagine there is, at a certain stop at a certain time, significantly more people than the mean number of people at any stop at any time(which is statistically very likely) then the solitary bus will be signalled and will have a long stop for everyone to board. this will delay that particular bus, and the next bus along the route will gain some time on it. a feedback loop is created: the first bus is taking longer to do the run since its stops are longer, this leads to a greater build-up of people at the following stops and will cause those stops to be longer also. the second bus may not encounter the same heavy numbers of passengers, and so will gain on the first bus, moreso as the first bus is continuing to make longer and longer stops. eventually, the second bus will catch up, and the two will begin to leapfrog. so we have leapfrogging buses; if these are running faster than a single bus would, then it is conceivable, is it not, that the two would eventually catch up with any single bus ahead on the same route? bingo! three buses in a row. assumption iv) need not be discussed heavily since people will either simply signal the first bus that comes along (which is statistically more likely to be a 'first' bus of a pre-leapfrogging pair), thus not affecting the leapfrogging behaviour, or will have a ticket for a certain bus company, which modifies the idea from being 'any bus' to 'buses of a certain company', treating each company separately. whilst assumption ii) is not valid in the general case, it does not affect the behaviour in the long run . also required is the possibility of there being no people waiting at the stop; all the possibilities of first bus/second bus stopping are thus: yes/yes: no distance/order change between buses yes/no : decrease in distance between buses, possible leapfrogging no/yes: increase in distance between buses, no leapfrogging no/no: no distance/order change between buses if all these occur randomly then their overall effect is that described earlier, to promote leapfrogging. and there we have it; my idea as to why (particularly at peak times where it is more likely that there are people at each stop) buses can bunch up in twos and threes. i have no idea if this has been postulated anywhere else; i certainly haven't looked for it. but do let me know what you think, or if i don't make sense somewhere, which is quite likely. anyhow, i'm making chop suey. excuse me. n."
147,3705830,male,25,Non-Profit,Cancer,"22,July,2004","i leave the room for ten minutes, and when i come back the radio is playing 'club tropicana'. this sort of behavior must not be tolerated; i have urgently restored 'hate', by the delgados, to the cd player. hopefully the day can yet be recovered. the train company wrote to me again;they say they're very sorry my train was late setting off, late arriving, and was without lighting and heating for about a third of the journey. here, have three pounds. the thing that gets me is that they're not even doing it deliberately to make me laugh; they're actually serious. if i only had a car. oh, wait, i do have a car. i just can't afford the insurance. and why? because its about three times as much as the car is worth. without any no-claims bonuses, i can't afford the first year premiums, and thus will never get any no-claims bonuses. grr. and here's the thing: if you are insured, and you have a crash, they put your premiums up! its like they're saying 'ah, yes, well we didn't think you'd actually crash . we were just taking money off you; if you want to crash then that'll be extra.' from the bus today i saw anna; i was tempted to get off and run back to talk to her but i figured my life has enough complications, and anyway last time i saw her about three weeks ago we were on the same bus and i saw her and i think she saw me, but either she didn't recognise me or wanted to appear as if she didn't. i'm putting it down to my then outrageous hair; i have too many issues to explore the more likely scenarios. the five prettiest girls i have ever known (in some sort of particular order): my sister on her wedding day pink laura clare slater anna ball caroline rogers i make no claims on personality or overall attractiveness; just prettiness. it is worth noting that i have only been out with one of them (caroline, before anyone starts), and that whilst at one point i may have ended up sharing a house with laura i never actually knew her surname. it is also worth noting that they are all very lovely people, easy to get on with, and intelligent. i guess this goes to underline that it's nigh impossible to truly separate personality and prettiness. yes... (and also: naomi tan almost made the list. just so you know. i'm sure she's gutted.) man, the delgados rule. n."
148,3705830,male,25,Non-Profit,Cancer,"20,July,2004","i love the british railway system; who else would write to you to let you know they are going to write to you? maybe i should write back: dear sir; thank you for your letter warning me of your impending letter; i was, however, startled to receive said advance letter without prior notice... i ask for the complaint forms with the tickets these days; it saves time. although maybe i'm just bitter that soon i won't be considered a 'young person', and will have to forge my railcard. is it just me or is there no way anyone in their right mind would ever consider paying the 'full' fare? i'd want a piece of the train for that amount; the seat at least. or a section of brake cable. yeah, that'd be cool. sittin' at home, me and my brake cable... anyway. also continuing to amuse me are the details on the back of some of my calvin and hobbes books: 'not for sale in the usa or canada. humour'. although my general intolerance of all but a few americans has been piqued recently with the arrival of 400 of their footballing children. not that i blame them for their general rudeness and arrogance per se ; when you talk to [most of] their coaches you can see where they are taking their example from. ah well. in other news, the pancakes of last night went very well, on account of good company, vanilla ice-cream and fair lashings of maple syrup. in my general non-presence of mind i neglected to buy the crate of beer i'd decided was essential, and had to fill the void with blue aftershock, which is, according to the prophecy, foul. but never mind; i can't help but think how the conversation may have turned to tripe otherwise, and i may never have postulated that the consistency of calamari lends itself to being a useful emergency scrunchy. my woody allen cd has arrived! and has much funniness contained; it still sounds fresh despite being recorded forty years ago. i find that people treat woody allen in the same way as karate (bear with me on this one); they seem to have formed an opinion without having actually sampled any first hand. and so my mission shall be to play woody allen to all my friends, and if they don't like it i'll kick them in the face. harsh, but fair. things i know a fair amount about but have never really actually properly seen: quantum dynamics weezer my mind the postal system spike milligan i have recently moved onto the next jar of 'liberated' coffee. i am reminded of simon , who used to be able to tell (i imagine he still can) what brand of coffee you gave him, with what milk and what type of sugar/sweetener. he didn't get out much. n."
149,3705830,male,25,Non-Profit,Cancer,"20,July,2004","yeah, so i've been thinking a bit. but not typing. n."
